统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%),,单程1,单程2
249,14398985,14399048,14399017,14399032,48,76.190476,15,23.809524,320,31.25,,32,16
250,14399048,14399141,14399079,14399110,62,66.666667,31,33.333333,200,50,,31,31
251,14399141,14399188,14399157,14399188,16,34.042553,31,65.957447,51.612903,193.75,,16,0
252,14399188,14399297,14399235,14399251,93,85.321101,16,14.678899,581.25,17.204301,,47,46
253,14399297,14399344,14399297,14399329,15,31.914894,32,68.085106,46.875,213.333333,,0,15
254,14399344,14399438,14399375,14399407,62,65.957447,32,34.042553,193.75,51.612903,,31,31
255,14399438,14399500,14399453,14399469,46,74.193548,16,25.806452,287.5,34.782609,,15,31
256,14399500,14399594,14399531,14399547,78,82.978723,16,17.021277,487.5,20.512821,,31,47
257,14399594,14399641,14399594,14399625,16,34.042553,31,65.957447,51.612903,193.75,,0,16
258,14399641,14399750,14399672,14399687,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
259,14399750,14399797,14399750,14399765,32,68.085106,15,31.914894,213.333333,46.875,,0,32
260,14399797,14399890,14399812,14399843,62,66.666667,31,33.333333,200,50,,15,47
261,14399890,14399999,14399937,14399968,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
262,14399999,14400046,14400015,14400046,16,34.042553,31,65.957447,51.612903,193.75,,16,0
263,14400046,14400140,14400093,14400109,78,82.978723,16,17.021277,487.5,20.512821,,47,31
264,14400140,14400187,14400155,14400187,15,31.914894,32,68.085106,46.875,213.333333,,15,0
265,14400187,14400296,14400233,14400265,77,70.642202,32,29.357798,240.625,41.558442,,46,31
266,14400296,14400343,14400311,14400327,31,65.957447,16,34.042553,193.75,51.612903,,15,16
267,14400343,14400436,14400389,14400405,77,82.795699,16,17.204301,481.25,20.779221,,46,31
268,14400436,14400499,14400452,14400483,32,50.793651,31,49.206349,103.225806,96.875,,16,16
269,14400499,14400592,14400530,14400545,78,83.870968,15,16.129032,520,19.230769,,31,47
270,14400592,14400639,14400608,14400623,32,68.085106,15,31.914894,213.333333,46.875,,16,16
271,14400639,14400748,14400670,14400701,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
272,14400748,14400795,14400748,14400779,16,34.042553,31,65.957447,51.612903,193.75,,0,16
273,14400795,14400889,14400826,14400842,78,82.978723,16,17.021277,487.5,20.512821,,31,47
274,14400889,14400935,14400889,14400920,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
275,14400935,14400998,14400967,14400998,32,50.793651,31,49.206349,103.225806,96.875,,32,0
276,14400998,14401091,14401045,14401060,78,83.870968,15,16.129032,520,19.230769,,47,31
277,14401091,14401138,14401107,14401138,16,34.042553,31,65.957447,51.612903,193.75,,16,0
278,14401138,14401247,14401185,14401201,93,85.321101,16,14.678899,581.25,17.204301,,47,46
279,14401247,14401294,14401263,14401279,31,65.957447,16,34.042553,193.75,51.612903,,16,15
280,14401294,14401388,14401325,14401357,62,65.957447,32,34.042553,193.75,51.612903,,31,31
281,14401388,14401450,14401403,14401435,30,48.387097,32,51.612903,93.75,106.666667,,15,15
282,14401450,14401544,14401481,14401513,62,65.957447,32,34.042553,193.75,51.612903,,31,31
283,14401544,14401591,14401559,14401575,31,65.957447,16,34.042553,193.75,51.612903,,15,16
284,14401591,14401700,14401637,14401653,93,85.321101,16,14.678899,581.25,17.204301,,46,47
285,14401700,14401747,14401700,14401731,16,34.042553,31,65.957447,51.612903,193.75,,0,16
286,14401747,14401840,14401778,14401809,62,66.666667,31,33.333333,200,50,,31,31
287,14401840,14401887,14401856,14401871,32,68.085106,15,31.914894,213.333333,46.875,,16,16
288,14401887,14401996,14401918,14401949,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
289,14401996,14402043,14401996,14402027,16,34.042553,31,65.957447,51.612903,193.75,,0,16
290,14402043,14402137,14402074,14402090,78,82.978723,16,17.021277,487.5,20.512821,,31,47
291,14402137,14402246,14402199,14402215,93,85.321101,16,14.678899,581.25,17.204301,,62,31
292,14402246,14402293,14402261,14402293,15,31.914894,32,68.085106,46.875,213.333333,,15,0
293,14402293,14402386,14402339,14402371,61,65.591398,32,34.408602,190.625,52.459016,,46,15
294,14402386,14402449,14402417,14402433,47,74.603175,16,25.396825,293.75,34.042553,,31,16
295,14402449,14402542,14402480,14402511,62,66.666667,31,33.333333,200,50,,31,31
296,14402542,14402589,14402558,14402589,16,34.042553,31,65.957447,51.612903,193.75,,16,0
297,14402589,14402698,14402636,14402651,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
298,14402698,14402745,14402698,14402729,16,34.042553,31,65.957447,51.612903,193.75,,0,16
299,14402745,14402839,14402776,14402792,78,82.978723,16,17.021277,487.5,20.512821,,31,47
300,14402839,14402901,14402854,14402870,46,74.193548,16,25.806452,287.5,34.782609,,15,31
301,14402901,14402995,14402917,14402948,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
302,14402995,14403088,14403041,14403073,61,65.591398,32,34.408602,190.625,52.459016,,46,15
303,14403088,14403151,14403119,14403135,47,74.603175,16,25.396825,293.75,34.042553,,31,16
304,14403151,14403244,14403197,14403213,77,82.795699,16,17.204301,481.25,20.779221,,46,31
305,14403244,14403291,14403260,14403291,16,34.042553,31,65.957447,51.612903,193.75,,16,0
306,14403291,14403400,14403338,14403353,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
307,14403400,14403447,14403416,14403431,32,68.085106,15,31.914894,213.333333,46.875,,16,16
308,14403447,14403541,14403478,14403509,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
309,14403541,14403587,14403556,14403572,30,65.217391,16,34.782609,187.5,53.333333,,15,15
310,14403587,14403697,14403634,14403650,94,85.454545,16,14.545455,587.5,17.021277,,47,47
311,14403697,14403743,14403697,14403728,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
312,14403743,14403837,14403775,14403790,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
313,14403837,14403899,14403853,14403868,47,75.806452,15,24.193548,313.333333,31.914894,,16,31
314,14403899,14403993,14403915,14403946,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
315,14403993,14404087,14404040,14404071,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
316,14404087,14404149,14404118,14404133,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
317,14404149,14404243,14404196,14404211,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
318,14404243,14404289,14404258,14404289,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
319,14404289,14404399,14404336,14404352,94,85.454545,16,14.545455,587.5,17.021277,,47,47
320,14404399,14404445,14404414,14404430,30,65.217391,16,34.782609,187.5,53.333333,,15,15
321,14404445,14404539,14404477,14404508,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
322,14404539,14404586,14404555,14404570,32,68.085106,15,31.914894,213.333333,46.875,,16,16
323,14404586,14404695,14404633,14404648,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
324,14404695,14404742,14404695,14404726,16,34.042553,31,65.957447,51.612903,193.75,,0,16
325,14404742,14404851,14404773,14404804,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
326,14404851,14404898,14404851,14404867,31,65.957447,16,34.042553,193.75,51.612903,,0,31
327,14404898,14404991,14404913,14404945,61,65.591398,32,34.408602,190.625,52.459016,,15,46
328,14404991,14405101,14405038,14405069,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
329,14405101,14405147,14405116,14405132,30,65.217391,16,34.782609,187.5,53.333333,,15,15
330,14405147,14405241,14405194,14405210,78,82.978723,16,17.021277,487.5,20.512821,,47,31
331,14405241,14405288,14405257,14405288,16,34.042553,31,65.957447,51.612903,193.75,,16,0
332,14405288,14405397,14405335,14405350,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
333,14405397,14405444,14405413,14405428,32,68.085106,15,31.914894,213.333333,46.875,,16,16
334,14405444,14405537,14405475,14405506,62,66.666667,31,33.333333,200,50,,31,31
335,14405537,14405600,14405553,14405569,47,74.603175,16,25.396825,293.75,34.042553,,16,31
336,14405600,14405693,14405631,14405647,77,82.795699,16,17.204301,481.25,20.779221,,31,46
337,14405693,14405740,14405709,14405725,31,65.957447,16,34.042553,193.75,51.612903,,16,15
338,14405740,14405849,14405771,14405803,77,70.642202,32,29.357798,240.625,41.558442,,31,46
339,14405849,14405896,14405849,14405881,15,31.914894,32,68.085106,46.875,213.333333,,0,15
340,14405896,14405990,14405927,14405943,78,82.978723,16,17.021277,487.5,20.512821,,31,47
341,14405990,14406037,14406005,14406021,31,65.957447,16,34.042553,193.75,51.612903,,15,16
342,14406037,14406146,14406068,14406099,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
343,14406146,14406239,14406193,14406224,62,66.666667,31,33.333333,200,50,,47,15
344,14406239,14406286,14406271,14406286,32,68.085106,15,31.914894,213.333333,46.875,,32,0
345,14406286,14406395,14406333,14406364,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
346,14406395,14406442,14406411,14406442,16,34.042553,31,65.957447,51.612903,193.75,,16,0
347,14406442,14406536,14406489,14406505,78,82.978723,16,17.021277,487.5,20.512821,,47,31
348,14406536,14406598,14406551,14406583,30,48.387097,32,51.612903,93.75,106.666667,,15,15
349,14406598,14406692,14406629,14406661,62,65.957447,32,34.042553,193.75,51.612903,,31,31
350,14406692,14406739,14406707,14406723,31,65.957447,16,34.042553,193.75,51.612903,,15,16
351,14406739,14406848,14406770,14406801,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
352,14406848,14406895,14406848,14406879,16,34.042553,31,65.957447,51.612903,193.75,,0,16
353,14406895,14406988,14406926,14406941,78,83.870968,15,16.129032,520,19.230769,,31,47
354,14406988,14407051,14407004,14407019,48,76.190476,15,23.809524,320,31.25,,16,32
355,14407051,14407144,14407066,14407097,62,66.666667,31,33.333333,200,50,,15,47
356,14407144,14407238,14407191,14407222,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
357,14407238,14407300,14407269,14407285,46,74.193548,16,25.806452,287.5,34.782609,,31,15
358,14407300,14407394,14407347,14407363,78,82.978723,16,17.021277,487.5,20.512821,,47,31
359,14407394,14407441,14407409,14407441,15,31.914894,32,68.085106,46.875,213.333333,,15,0
360,14407441,14407550,14407487,14407503,93,85.321101,16,14.678899,581.25,17.204301,,46,47
361,14407550,14407597,14407565,14407581,31,65.957447,16,34.042553,193.75,51.612903,,15,16
362,14407597,14407690,14407628,14407659,62,66.666667,31,33.333333,200,50,,31,31
363,14407690,14407737,14407706,14407721,32,68.085106,15,31.914894,213.333333,46.875,,16,16
364,14407737,14407846,14407784,14407799,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
365,14407846,14407893,14407846,14407877,16,34.042553,31,65.957447,51.612903,193.75,,0,16
366,14407893,14407987,14407924,14407940,78,82.978723,16,17.021277,487.5,20.512821,,31,47
367,14407987,14408049,14408002,14408018,46,74.193548,16,25.806452,287.5,34.782609,,15,31
368,14408049,14408143,14408065,14408096,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
369,14408143,14408236,14408189,14408221,61,65.591398,32,34.408602,190.625,52.459016,,46,15
370,14408236,14408299,14408267,14408283,47,74.603175,16,25.396825,293.75,34.042553,,31,16
371,14408299,14408392,14408345,14408361,77,82.795699,16,17.204301,481.25,20.779221,,46,31
372,14408392,14408439,14408408,14408439,16,34.042553,31,65.957447,51.612903,193.75,,16,0
373,14408439,14408548,14408486,14408501,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
374,14408548,14408595,14408564,14408579,32,68.085106,15,31.914894,213.333333,46.875,,16,16
375,14408595,14408689,14408626,14408657,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
376,14408689,14408751,14408704,14408720,46,74.193548,16,25.806452,287.5,34.782609,,15,31
377,14408751,14408845,14408782,14408798,78,82.978723,16,17.021277,487.5,20.512821,,31,47
378,14408845,14408891,14408845,14408876,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
379,14408891,14409001,14408923,14408938,95,86.363636,15,13.636364,633.333333,15.789474,,32,63
380,14409001,14409047,14409001,14409016,31,67.391304,15,32.608696,206.666667,48.387097,,0,31
381,14409047,14409141,14409063,14409094,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
382,14409141,14409250,14409188,14409219,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
383,14409250,14409297,14409266,14409297,16,34.042553,31,65.957447,51.612903,193.75,,16,0
384,14409297,14409391,14409344,14409359,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
385,14409391,14409437,14409406,14409437,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
386,14409437,14409547,14409484,14409515,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
387,14409547,14409593,14409562,14409578,30,65.217391,16,34.782609,187.5,53.333333,,15,15
388,14409593,14409687,14409640,14409656,78,82.978723,16,17.021277,487.5,20.512821,,47,31
389,14409687,14409749,14409703,14409734,31,50,31,50,100,100,,16,15
390,14409749,14409843,14409781,14409812,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
391,14409843,14409890,14409859,14409874,32,68.085106,15,31.914894,213.333333,46.875,,16,16
392,14409890,14409999,14409937,14409952,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
393,14409999,14410046,14409999,14410030,16,34.042553,31,65.957447,51.612903,193.75,,0,16
394,14410046,14410139,14410077,14410093,77,82.795699,16,17.204301,481.25,20.779221,,31,46
395,14410139,14410186,14410155,14410171,31,65.957447,16,34.042553,193.75,51.612903,,16,15
396,14410186,14410295,14410217,14410249,77,70.642202,32,29.357798,240.625,41.558442,,31,46
397,14410295,14410389,14410342,14410358,78,82.978723,16,17.021277,487.5,20.512821,,47,31
398,14410389,14410451,14410420,14410436,46,74.193548,16,25.806452,287.5,34.782609,,31,15
399,14410451,14410545,14410483,14410514,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
400,14410545,14410592,14410561,14410592,16,34.042553,31,65.957447,51.612903,193.75,,16,0
401,14410592,14410701,14410639,14410654,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
402,14410701,14410748,14410717,14410732,32,68.085106,15,31.914894,213.333333,46.875,,16,16
403,14410748,14410841,14410779,14410810,62,66.666667,31,33.333333,200,50,,31,31
404,14410841,14410888,14410857,14410888,16,34.042553,31,65.957447,51.612903,193.75,,16,0
405,14410888,14410997,14410935,14410951,93,85.321101,16,14.678899,581.25,17.204301,,47,46
406,14410997,14411044,14410997,14411029,15,31.914894,32,68.085106,46.875,213.333333,,0,15
407,14411044,14411138,14411075,14411107,62,65.957447,32,34.042553,193.75,51.612903,,31,31
408,14411138,14411200,14411153,14411169,46,74.193548,16,25.806452,287.5,34.782609,,15,31
409,14411200,14411294,14411231,14411247,78,82.978723,16,17.021277,487.5,20.512821,,31,47
410,14411294,14411341,14411294,14411325,16,34.042553,31,65.957447,51.612903,193.75,,0,16
411,14411341,14411450,14411372,14411387,94,86.238532,15,13.761468,626.666667,15.957447,,31,63
412,14411450,14411543,14411497,14411512,78,83.870968,15,16.129032,520,19.230769,,47,31
413,14411543,14411590,14411559,14411590,16,34.042553,31,65.957447,51.612903,193.75,,16,0
414,14411590,14411699,14411637,14411668,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
415,14411699,14411746,14411715,14411731,31,65.957447,16,34.042553,193.75,51.612903,,16,15
416,14411746,14411840,14411793,14411809,78,82.978723,16,17.021277,487.5,20.512821,,47,31
417,14411840,14411887,14411855,14411887,15,31.914894,32,68.085106,46.875,213.333333,,15,0
418,14411887,14411996,14411933,14411965,77,70.642202,32,29.357798,240.625,41.558442,,46,31
419,14411996,14412043,14412011,14412027,31,65.957447,16,34.042553,193.75,51.612903,,15,16
420,14412043,14412136,14412089,14412105,77,82.795699,16,17.204301,481.25,20.779221,,46,31
421,14412136,14412199,14412152,14412183,32,50.793651,31,49.206349,103.225806,96.875,,16,16
422,14412199,14412292,14412230,14412245,78,83.870968,15,16.129032,520,19.230769,,31,47
423,14412292,14412339,14412308,14412323,32,68.085106,15,31.914894,213.333333,46.875,,16,16
424,14412339,14412448,14412386,14412401,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
425,14412448,14412495,14412448,14412479,16,34.042553,31,65.957447,51.612903,193.75,,0,16
426,14412495,14412589,14412526,14412542,78,82.978723,16,17.021277,487.5,20.512821,,31,47
427,14412589,14412651,14412604,14412620,46,74.193548,16,25.806452,287.5,34.782609,,15,31
428,14412651,14412745,14412667,14412698,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
429,14412745,14412838,14412791,14412823,61,65.591398,32,34.408602,190.625,52.459016,,46,15
430,14412838,14412901,14412869,14412885,47,74.603175,16,25.396825,293.75,34.042553,,31,16
431,14412901,14412994,14412947,14412963,77,82.795699,16,17.204301,481.25,20.779221,,46,31
432,14412994,14413041,14413010,14413041,16,34.042553,31,65.957447,51.612903,193.75,,16,0
433,14413041,14413150,14413088,14413103,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
434,14413150,14413197,14413166,14413181,32,68.085106,15,31.914894,213.333333,46.875,,16,16
435,14413197,14413291,14413228,14413259,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
436,14413291,14413337,14413306,14413322,30,65.217391,16,34.782609,187.5,53.333333,,15,15
437,14413337,14413447,14413369,14413400,79,71.818182,31,28.181818,254.83871,39.240506,,32,47
438,14413447,14413493,14413447,14413478,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
439,14413493,14413587,14413525,14413540,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
440,14413587,14413696,14413649,14413665,93,85.321101,16,14.678899,581.25,17.204301,,62,31
441,14413696,14413743,14413712,14413743,16,34.042553,31,65.957447,51.612903,193.75,,16,0
442,14413743,14413837,14413790,14413805,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
443,14413837,14413899,14413868,14413883,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
444,14413899,14413993,14413930,14413961,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
445,14413993,14414039,14414008,14414024,30,65.217391,16,34.782609,187.5,53.333333,,15,15
446,14414039,14414149,14414086,14414102,94,85.454545,16,14.545455,587.5,17.021277,,47,47
447,14414149,14414195,14414149,14414180,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
448,14414195,14414289,14414227,14414258,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
449,14414289,14414351,14414305,14414320,47,75.806452,15,24.193548,313.333333,31.914894,,16,31
450,14414351,14414445,14414383,14414398,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
451,14414445,14414492,14414445,14414476,16,34.042553,31,65.957447,51.612903,193.75,,0,16
452,14414492,14414601,14414523,14414539,93,85.321101,16,14.678899,581.25,17.204301,,31,62
453,14414601,14414648,14414601,14414617,31,65.957447,16,34.042553,193.75,51.612903,,0,31
454,14414648,14414741,14414663,14414695,61,65.591398,32,34.408602,190.625,52.459016,,15,46
455,14414741,14414851,14414788,14414819,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
456,14414851,14414897,14414866,14414897,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
457,14414897,14414991,14414944,14414960,78,82.978723,16,17.021277,487.5,20.512821,,47,31
458,14414991,14415038,14415007,14415038,16,34.042553,31,65.957447,51.612903,193.75,,16,0
459,14415038,14415147,14415085,14415100,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
460,14415147,14415194,14415163,14415178,32,68.085106,15,31.914894,213.333333,46.875,,16,16
461,14415194,14415287,14415225,14415256,62,66.666667,31,33.333333,200,50,,31,31
462,14415287,14415350,14415303,14415334,32,50.793651,31,49.206349,103.225806,96.875,,16,16
463,14415350,14415443,14415381,14415397,77,82.795699,16,17.204301,481.25,20.779221,,31,46
464,14415443,14415490,14415459,14415475,31,65.957447,16,34.042553,193.75,51.612903,,16,15
465,14415490,14415599,14415521,14415553,77,70.642202,32,29.357798,240.625,41.558442,,31,46
466,14415599,14415646,14415599,14415615,31,65.957447,16,34.042553,193.75,51.612903,,0,31
467,14415646,14415740,14415677,14415693,78,82.978723,16,17.021277,487.5,20.512821,,31,47
468,14415740,14415787,14415740,14415771,16,34.042553,31,65.957447,51.612903,193.75,,0,16
469,14415787,14415849,14415818,14415833,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
470,14415849,14415943,14415896,14415911,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
471,14415943,14415989,14415958,14415989,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
472,14415989,14416099,14416036,14416067,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
473,14416099,14416145,14416114,14416130,30,65.217391,16,34.782609,187.5,53.333333,,15,15
474,14416145,14416239,14416192,14416208,78,82.978723,16,17.021277,487.5,20.512821,,47,31
475,14416239,14416301,14416255,14416286,31,50,31,50,100,100,,16,15
476,14416301,14416395,14416333,14416348,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
477,14416395,14416442,14416411,14416426,32,68.085106,15,31.914894,213.333333,46.875,,16,16
478,14416442,14416551,14416473,14416504,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
479,14416551,14416598,14416551,14416582,16,34.042553,31,65.957447,51.612903,193.75,,0,16
480,14416598,14416691,14416629,14416645,77,82.795699,16,17.204301,481.25,20.779221,,31,46
481,14416691,14416738,14416707,14416723,31,65.957447,16,34.042553,193.75,51.612903,,16,15
482,14416738,14416847,14416769,14416801,77,70.642202,32,29.357798,240.625,41.558442,,31,46
483,14416847,14416894,14416847,14416879,15,31.914894,32,68.085106,46.875,213.333333,,0,15
484,14416894,14416988,14416925,14416941,78,82.978723,16,17.021277,487.5,20.512821,,31,47
485,14416988,14417097,14417050,14417066,93,85.321101,16,14.678899,581.25,17.204301,,62,31
486,14417097,14417144,14417113,14417144,16,34.042553,31,65.957447,51.612903,193.75,,16,0
487,14417144,14417237,14417191,14417206,78,83.870968,15,16.129032,520,19.230769,,47,31
488,14417237,14417300,14417269,14417284,48,76.190476,15,23.809524,320,31.25,,32,16
489,14417300,14417394,14417331,14417362,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
490,14417394,14417440,14417409,14417425,30,65.217391,16,34.782609,187.5,53.333333,,15,15
491,14417440,14417550,14417487,14417503,94,85.454545,16,14.545455,587.5,17.021277,,47,47
492,14417550,14417596,14417550,14417581,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
493,14417596,14417690,14417628,14417643,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
494,14417690,14417737,14417706,14417721,32,68.085106,15,31.914894,213.333333,46.875,,16,16
495,14417737,14417846,14417768,14417799,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
496,14417846,14417940,14417893,14417924,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
497,14417940,14418049,14417971,14418002,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
