统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
750,7601101,7601211,7601148,7601164,94,85.454545,16,14.545455,587.5,17.021277
751,7601211,7601257,7601211,7601242,15,32.608696,31,67.391304,48.387097,206.666667
752,7601257,7601351,7601289,7601320,63,67.021277,31,32.978723,203.225806,49.206349
753,7601351,7601413,7601367,7601382,47,75.806452,15,24.193548,313.333333,31.914894
754,7601413,7601507,7601445,7601460,79,84.042553,15,15.957447,526.666667,18.987342
755,7601507,7601554,7601507,7601538,16,34.042553,31,65.957447,51.612903,193.75
756,7601554,7601663,7601585,7601616,78,71.559633,31,28.440367,251.612903,39.74359
757,7601663,7601710,7601663,7601679,31,65.957447,16,34.042553,193.75,51.612903
758,7601710,7601757,7601725,7601757,15,31.914894,32,68.085106,46.875,213.333333
759,7601757,7601866,7601803,7601835,77,70.642202,32,29.357798,240.625,41.558442
760,7601866,7601913,7601881,7601897,31,65.957447,16,34.042553,193.75,51.612903
761,7601913,7602006,7601959,7601975,77,82.795699,16,17.204301,481.25,20.779221
762,7602006,7602053,7602022,7602053,16,34.042553,31,65.957447,51.612903,193.75
763,7602053,7602162,7602100,7602115,94,86.238532,15,13.761468,626.666667,15.957447
764,7602162,7602209,7602178,7602193,32,68.085106,15,31.914894,213.333333,46.875
765,7602209,7602303,7602240,7602271,63,67.021277,31,32.978723,203.225806,49.206349
766,7602303,7602365,7602318,7602349,31,50,31,50,100,100
767,7602365,7602459,7602396,7602412,78,82.978723,16,17.021277,487.5,20.512821
768,7602459,7602505,7602474,7602490,30,65.217391,16,34.782609,187.5,53.333333
769,7602505,7602615,7602537,7602568,79,71.818182,31,28.181818,254.83871,39.240506
770,7602615,7602661,7602615,7602646,15,32.608696,31,67.391304,48.387097,206.666667
771,7602661,7602755,7602693,7602724,63,67.021277,31,32.978723,203.225806,49.206349
772,7602755,7602802,7602771,7602786,32,68.085106,15,31.914894,213.333333,46.875
773,7602802,7602911,7602833,7602864,78,71.559633,31,28.440367,251.612903,39.74359
774,7602911,7602958,7602911,7602942,16,34.042553,31,65.957447,51.612903,193.75
775,7602958,7603051,7602989,7603005,77,82.795699,16,17.204301,481.25,20.779221
776,7603051,7603114,7603067,7603083,47,74.603175,16,25.396825,293.75,34.042553
777,7603114,7603207,7603129,7603161,61,65.591398,32,34.408602,190.625,52.459016
778,7603207,7603254,7603207,7603239,15,31.914894,32,68.085106,46.875,213.333333
779,7603254,7603363,7603285,7603301,93,85.321101,16,14.678899,581.25,17.204301
780,7603363,7603457,7603410,7603426,78,82.978723,16,17.021277,487.5,20.512821
781,7603457,7603504,7603488,7603504,31,65.957447,16,34.042553,193.75,51.612903
782,7603504,7603613,7603551,7603582,78,71.559633,31,28.440367,251.612903,39.74359
783,7603613,7603660,7603629,7603660,16,34.042553,31,65.957447,51.612903,193.75
784,7603660,7603753,7603707,7603722,78,83.870968,15,16.129032,520,19.230769
785,7603753,7603816,7603785,7603800,48,76.190476,15,23.809524,320,31.25
786,7603816,7603909,7603847,7603878,62,66.666667,31,33.333333,200,50
787,7603909,7603956,7603925,7603956,16,34.042553,31,65.957447,51.612903,193.75
788,7603956,7604065,7604003,7604019,93,85.321101,16,14.678899,581.25,17.204301
789,7604065,7604112,7604081,7604097,31,65.957447,16,34.042553,193.75,51.612903
790,7604112,7604206,7604143,7604175,62,65.957447,32,34.042553,193.75,51.612903
791,7604206,7604253,7604221,7604237,31,65.957447,16,34.042553,193.75,51.612903
792,7604253,7604362,7604299,7604315,93,85.321101,16,14.678899,581.25,17.204301
793,7604362,7604409,7604362,7604393,16,34.042553,31,65.957447,51.612903,193.75
794,7604409,7604502,7604440,7604471,62,66.666667,31,33.333333,200,50
795,7604502,7604565,7604518,7604533,48,76.190476,15,23.809524,320,31.25
796,7604565,7604658,7604580,7604611,62,66.666667,31,33.333333,200,50
797,7604658,7604752,7604705,7604736,63,67.021277,31,32.978723,203.225806,49.206349
798,7604752,7604814,7604783,7604799,46,74.193548,16,25.806452,287.5,34.782609
799,7604814,7604908,7604861,7604877,78,82.978723,16,17.021277,487.5,20.512821
800,7604908,7604955,7604923,7604955,15,31.914894,32,68.085106,46.875,213.333333
801,7604955,7605064,7605001,7605017,93,85.321101,16,14.678899,581.25,17.204301
802,7605064,7605111,7605079,7605095,31,65.957447,16,34.042553,193.75,51.612903
803,7605111,7605204,7605142,7605173,62,66.666667,31,33.333333,200,50
804,7605204,7605251,7605220,7605251,16,34.042553,31,65.957447,51.612903,193.75
805,7605251,7605360,7605298,7605313,94,86.238532,15,13.761468,626.666667,15.957447
806,7605360,7605407,7605376,7605391,32,68.085106,15,31.914894,213.333333,46.875
807,7605407,7605516,7605438,7605469,78,71.559633,31,28.440367,251.612903,39.74359
808,7605516,7605563,7605516,7605532,31,65.957447,16,34.042553,193.75,51.612903
809,7605563,7605657,7605594,7605610,78,82.978723,16,17.021277,487.5,20.512821
810,7605657,7605703,7605657,7605688,15,32.608696,31,67.391304,48.387097,206.666667
811,7605703,7605813,7605735,7605766,79,71.818182,31,28.181818,254.83871,39.240506
812,7605813,7605859,7605813,7605828,31,67.391304,15,32.608696,206.666667,48.387097
813,7605859,7605953,7605891,7605906,79,84.042553,15,15.957447,526.666667,18.987342
814,7605953,7606062,7606000,7606031,78,71.559633,31,28.440367,251.612903,39.74359
815,7606062,7606109,7606078,7606109,16,34.042553,31,65.957447,51.612903,193.75
816,7606109,7606203,7606156,7606187,63,67.021277,31,32.978723,203.225806,49.206349
817,7606203,7606265,7606234,7606249,47,75.806452,15,24.193548,313.333333,31.914894
818,7606265,7606359,7606312,7606327,79,84.042553,15,15.957447,526.666667,18.987342
819,7606359,7606405,7606374,7606405,15,32.608696,31,67.391304,48.387097,206.666667
820,7606405,7606515,7606452,7606468,94,85.454545,16,14.545455,587.5,17.021277
821,7606515,7606561,7606530,7606546,30,65.217391,16,34.782609,187.5,53.333333
822,7606561,7606655,7606593,7606624,63,67.021277,31,32.978723,203.225806,49.206349
823,7606655,7606702,7606671,7606702,16,34.042553,31,65.957447,51.612903,193.75
824,7606702,7606811,7606749,7606780,78,71.559633,31,28.440367,251.612903,39.74359
825,7606811,7606858,7606827,7606842,32,68.085106,15,31.914894,213.333333,46.875
826,7606858,7606951,7606905,7606920,78,83.870968,15,16.129032,520,19.230769
827,7606951,7607014,7606967,7606998,32,50.793651,31,49.206349,103.225806,96.875
828,7607014,7607107,7607045,7607076,62,66.666667,31,33.333333,200,50
829,7607107,7607154,7607123,7607139,31,65.957447,16,34.042553,193.75,51.612903
830,7607154,7607263,7607201,7607217,93,85.321101,16,14.678899,581.25,17.204301
831,7607263,7607310,7607263,7607295,15,31.914894,32,68.085106,46.875,213.333333
832,7607310,7607404,7607341,7607373,62,65.957447,32,34.042553,193.75,51.612903
833,7607404,7607466,7607419,7607435,46,74.193548,16,25.806452,287.5,34.782609
834,7607466,7607560,7607482,7607513,63,67.021277,31,32.978723,203.225806,49.206349
835,7607560,7607653,7607607,7607638,62,66.666667,31,33.333333,200,50
836,7607653,7607716,7607685,7607700,48,76.190476,15,23.809524,320,31.25
837,7607716,7607809,7607763,7607778,78,83.870968,15,16.129032,520,19.230769
838,7607809,7607856,7607825,7607856,16,34.042553,31,65.957447,51.612903,193.75
839,7607856,7607965,7607903,7607934,78,71.559633,31,28.440367,251.612903,39.74359
840,7607965,7608012,7607981,7607997,31,65.957447,16,34.042553,193.75,51.612903
841,7608012,7608106,7608059,7608075,78,82.978723,16,17.021277,487.5,20.512821
842,7608106,7608153,7608121,7608153,15,31.914894,32,68.085106,46.875,213.333333
843,7608153,7608262,7608199,7608231,77,70.642202,32,29.357798,240.625,41.558442
844,7608262,7608309,7608277,7608293,31,65.957447,16,34.042553,193.75,51.612903
845,7608309,7608402,7608355,7608371,77,82.795699,16,17.204301,481.25,20.779221
846,7608402,7608465,7608418,7608449,32,50.793651,31,49.206349,103.225806,96.875
847,7608465,7608558,7608496,7608511,78,83.870968,15,16.129032,520,19.230769
848,7608558,7608605,7608574,7608589,32,68.085106,15,31.914894,213.333333,46.875
849,7608605,7608714,7608636,7608667,78,71.559633,31,28.440367,251.612903,39.74359
850,7608714,7608761,7608714,7608745,16,34.042553,31,65.957447,51.612903,193.75
851,7608761,7608855,7608792,7608823,63,67.021277,31,32.978723,203.225806,49.206349
852,7608855,7608917,7608870,7608886,46,74.193548,16,25.806452,287.5,34.782609
853,7608917,7609011,7608948,7608964,78,82.978723,16,17.021277,487.5,20.512821
854,7609011,7609057,7609011,7609042,15,32.608696,31,67.391304,48.387097,206.666667
855,7609057,7609167,7609089,7609104,95,86.363636,15,13.636364,633.333333,15.789474
856,7609167,7609260,7609213,7609229,77,82.795699,16,17.204301,481.25,20.779221
857,7609260,7609307,7609276,7609307,16,34.042553,31,65.957447,51.612903,193.75
858,7609307,7609416,7609354,7609385,78,71.559633,31,28.440367,251.612903,39.74359
859,7609416,7609463,7609432,7609447,32,68.085106,15,31.914894,213.333333,46.875
860,7609463,7609557,7609510,7609525,79,84.042553,15,15.957447,526.666667,18.987342
861,7609557,7609603,7609572,7609603,15,32.608696,31,67.391304,48.387097,206.666667
862,7609603,7609713,7609650,7609681,79,71.818182,31,28.181818,254.83871,39.240506
863,7609713,7609759,7609728,7609744,30,65.217391,16,34.782609,187.5,53.333333
864,7609759,7609853,7609791,7609822,63,67.021277,31,32.978723,203.225806,49.206349
865,7609853,7609915,7609869,7609900,31,50,31,50,100,100
866,7609915,7610009,7609947,7609962,79,84.042553,15,15.957447,526.666667,18.987342
867,7610009,7610056,7610025,7610040,32,68.085106,15,31.914894,213.333333,46.875
868,7610056,7610165,7610087,7610118,78,71.559633,31,28.440367,251.612903,39.74359
869,7610165,7610212,7610165,7610181,31,65.957447,16,34.042553,193.75,51.612903
870,7610212,7610305,7610243,7610259,77,82.795699,16,17.204301,481.25,20.779221
871,7610305,7610352,7610305,7610337,15,31.914894,32,68.085106,46.875,213.333333
872,7610352,7610461,7610383,7610415,77,70.642202,32,29.357798,240.625,41.558442
873,7610461,7610555,7610508,7610539,63,67.021277,31,32.978723,203.225806,49.206349
874,7610555,7610617,7610586,7610602,46,74.193548,16,25.806452,287.5,34.782609
875,7610617,7610711,7610649,7610680,63,67.021277,31,32.978723,203.225806,49.206349
876,7610711,7610758,7610727,7610758,16,34.042553,31,65.957447,51.612903,193.75
877,7610758,7610867,7610805,7610820,94,86.238532,15,13.761468,626.666667,15.957447
878,7610867,7610914,7610883,7610898,32,68.085106,15,31.914894,213.333333,46.875
879,7610914,7611007,7610945,7610976,62,66.666667,31,33.333333,200,50
880,7611007,7611054,7611023,7611054,16,34.042553,31,65.957447,51.612903,193.75
881,7611054,7611163,7611101,7611117,93,85.321101,16,14.678899,581.25,17.204301
882,7611163,7611210,7611163,7611195,15,31.914894,32,68.085106,46.875,213.333333
883,7611210,7611304,7611241,7611273,62,65.957447,32,34.042553,193.75,51.612903
884,7611304,7611366,7611319,7611335,46,74.193548,16,25.806452,287.5,34.782609
885,7611366,7611460,7611397,7611413,78,82.978723,16,17.021277,487.5,20.512821
886,7611460,7611507,7611460,7611491,16,34.042553,31,65.957447,51.612903,193.75
887,7611507,7611616,7611538,7611553,94,86.238532,15,13.761468,626.666667,15.957447
888,7611616,7611663,7611616,7611631,32,68.085106,15,31.914894,213.333333,46.875
889,7611663,7611709,7611678,7611709,15,32.608696,31,67.391304,48.387097,206.666667
890,7611709,7611803,7611756,7611772,78,82.978723,16,17.021277,487.5,20.512821
891,7611803,7611865,7611834,7611850,46,74.193548,16,25.806452,287.5,34.782609
892,7611865,7611959,7611897,7611928,63,67.021277,31,32.978723,203.225806,49.206349
893,7611959,7612006,7611975,7612006,16,34.042553,31,65.957447,51.612903,193.75
894,7612006,7612115,7612053,7612068,94,86.238532,15,13.761468,626.666667,15.957447
895,7612115,7612162,7612115,7612146,16,34.042553,31,65.957447,51.612903,193.75
896,7612162,7612255,7612193,7612224,62,66.666667,31,33.333333,200,50
897,7612255,7612302,7612271,7612287,31,65.957447,16,34.042553,193.75,51.612903
898,7612302,7612411,7612349,7612365,93,85.321101,16,14.678899,581.25,17.204301
899,7612411,7612458,7612411,7612443,15,31.914894,32,68.085106,46.875,213.333333
900,7612458,7612567,7612489,7612505,93,85.321101,16,14.678899,581.25,17.204301
901,7612567,7612614,7612567,7612583,31,65.957447,16,34.042553,193.75,51.612903
902,7612614,7612708,7612630,7612661,63,67.021277,31,32.978723,203.225806,49.206349
903,7612708,7612817,7612755,7612786,78,71.559633,31,28.440367,251.612903,39.74359
904,7612817,7612864,7612833,7612848,32,68.085106,15,31.914894,213.333333,46.875
905,7612864,7612957,7612911,7612926,78,83.870968,15,16.129032,520,19.230769
906,7612957,7613004,7612989,7613004,32,68.085106,15,31.914894,213.333333,46.875
907,7613004,7613113,7613051,7613082,78,71.559633,31,28.440367,251.612903,39.74359
908,7613113,7613160,7613129,7613145,31,65.957447,16,34.042553,193.75,51.612903
909,7613160,7613254,7613207,7613223,78,82.978723,16,17.021277,487.5,20.512821
910,7613254,7613316,7613269,7613301,30,48.387097,32,51.612903,93.75,106.666667
911,7613316,7613410,7613347,7613379,62,65.957447,32,34.042553,193.75,51.612903
912,7613410,7613457,7613425,7613441,31,65.957447,16,34.042553,193.75,51.612903
913,7613457,7613566,7613488,7613519,78,71.559633,31,28.440367,251.612903,39.74359
914,7613566,7613613,7613566,7613581,32,68.085106,15,31.914894,213.333333,46.875
915,7613613,7613706,7613644,7613659,78,83.870968,15,16.129032,520,19.230769
916,7613706,7613753,7613706,7613737,16,34.042553,31,65.957447,51.612903,193.75
917,7613753,7613862,7613800,7613815,94,86.238532,15,13.761468,626.666667,15.957447
918,7613862,7613909,7613862,7613893,16,34.042553,31,65.957447,51.612903,193.75
919,7613909,7614003,7613940,7613971,63,67.021277,31,32.978723,203.225806,49.206349
920,7614003,7614065,7614018,7614034,46,74.193548,16,25.806452,287.5,34.782609
921,7614065,7614159,7614081,7614112,63,67.021277,31,32.978723,203.225806,49.206349
922,7614159,7614205,7614159,7614190,15,32.608696,31,67.391304,48.387097,206.666667
923,7614205,7614252,7614237,7614252,32,68.085106,15,31.914894,213.333333,46.875
924,7614252,7614362,7614315,7614330,95,86.363636,15,13.636364,633.333333,15.789474
925,7614362,7614408,7614377,7614408,15,32.608696,31,67.391304,48.387097,206.666667
926,7614408,7614518,7614455,7614486,79,71.818182,31,28.181818,254.83871,39.240506
927,7614518,7614564,7614533,7614549,30,65.217391,16,34.782609,187.5,53.333333
928,7614564,7614658,7614596,7614627,63,67.021277,31,32.978723,203.225806,49.206349
929,7614658,7614705,7614674,7614705,16,34.042553,31,65.957447,51.612903,193.75
930,7614705,7614814,7614752,7614767,94,86.238532,15,13.761468,626.666667,15.957447
931,7614814,7614861,7614814,7614845,16,34.042553,31,65.957447,51.612903,193.75
932,7614861,7614954,7614892,7614923,62,66.666667,31,33.333333,200,50
933,7614954,7615017,7614970,7614986,47,74.603175,16,25.396825,293.75,34.042553
934,7615017,7615110,7615032,7615064,61,65.591398,32,34.408602,190.625,52.459016
935,7615110,7615157,7615110,7615142,15,31.914894,32,68.085106,46.875,213.333333
936,7615157,7615204,7615188,7615204,31,65.957447,16,34.042553,193.75,51.612903
937,7615204,7615313,7615251,7615282,78,71.559633,31,28.440367,251.612903,39.74359
938,7615313,7615360,7615329,7615360,16,34.042553,31,65.957447,51.612903,193.75
939,7615360,7615454,7615407,7615422,79,84.042553,15,15.957447,526.666667,18.987342
940,7615454,7615516,7615485,7615500,47,75.806452,15,24.193548,313.333333,31.914894
941,7615516,7615610,7615547,7615578,63,67.021277,31,32.978723,203.225806,49.206349
942,7615610,7615656,7615625,7615656,15,32.608696,31,67.391304,48.387097,206.666667
943,7615656,7615766,7615703,7615719,94,85.454545,16,14.545455,587.5,17.021277
944,7615766,7615812,7615781,7615797,30,65.217391,16,34.782609,187.5,53.333333
945,7615812,7615906,7615844,7615875,63,67.021277,31,32.978723,203.225806,49.206349
946,7615906,7615953,7615922,7615953,16,34.042553,31,65.957447,51.612903,193.75
947,7615953,7616062,7616000,7616015,94,86.238532,15,13.761468,626.666667,15.957447
948,7616062,7616109,7616062,7616093,16,34.042553,31,65.957447,51.612903,193.75
949,7616109,7616218,7616140,7616171,78,71.559633,31,28.440367,251.612903,39.74359
950,7616218,7616265,7616218,7616234,31,65.957447,16,34.042553,193.75,51.612903
951,7616265,7616358,7616296,7616312,77,82.795699,16,17.204301,481.25,20.779221
952,7616358,7616405,7616358,7616390,15,31.914894,32,68.085106,46.875,213.333333
953,7616405,7616514,7616436,7616468,77,70.642202,32,29.357798,240.625,41.558442
954,7616514,7616561,7616514,7616530,31,65.957447,16,34.042553,193.75,51.612903
955,7616561,7616655,7616592,7616608,78,82.978723,16,17.021277,487.5,20.512821
956,7616655,7616764,7616717,7616733,93,85.321101,16,14.678899,581.25,17.204301
957,7616764,7616811,7616780,7616811,16,34.042553,31,65.957447,51.612903,193.75
958,7616811,7616904,7616858,7616889,62,66.666667,31,33.333333,200,50
959,7616904,7616967,7616936,7616951,48,76.190476,15,23.809524,320,31.25
960,7616967,7617060,7616998,7617029,62,66.666667,31,33.333333,200,50
961,7617060,7617107,7617076,7617107,16,34.042553,31,65.957447,51.612903,193.75
962,7617107,7617216,7617154,7617170,93,85.321101,16,14.678899,581.25,17.204301
963,7617216,7617263,7617232,7617248,31,65.957447,16,34.042553,193.75,51.612903
964,7617263,7617357,7617294,7617326,62,65.957447,32,34.042553,193.75,51.612903
965,7617357,7617404,7617372,7617388,31,65.957447,16,34.042553,193.75,51.612903
966,7617404,7617513,7617450,7617466,93,85.321101,16,14.678899,581.25,17.204301
967,7617513,7617560,7617513,7617544,16,34.042553,31,65.957447,51.612903,193.75
968,7617560,7617653,7617591,7617622,62,66.666667,31,33.333333,200,50
969,7617653,7617716,7617669,7617684,48,76.190476,15,23.809524,320,31.25
970,7617716,7617809,7617747,7617762,78,83.870968,15,16.129032,520,19.230769
971,7617809,7617856,7617809,7617840,16,34.042553,31,65.957447,51.612903,193.75
972,7617856,7617965,7617887,7617903,93,85.321101,16,14.678899,581.25,17.204301
973,7617965,7618059,7618012,7618028,78,82.978723,16,17.021277,487.5,20.512821
974,7618059,7618106,7618090,7618106,31,65.957447,16,34.042553,193.75,51.612903
975,7618106,7618215,7618152,7618184,77,70.642202,32,29.357798,240.625,41.558442
976,7618215,7618262,7618230,7618262,15,31.914894,32,68.085106,46.875,213.333333
977,7618262,7618355,7618308,7618324,77,82.795699,16,17.204301,481.25,20.779221
978,7618355,7618418,7618371,7618402,32,50.793651,31,49.206349,103.225806,96.875
979,7618418,7618511,7618449,7618480,62,66.666667,31,33.333333,200,50
980,7618511,7618558,7618527,7618542,32,68.085106,15,31.914894,213.333333,46.875
981,7618558,7618667,7618605,7618620,94,86.238532,15,13.761468,626.666667,15.957447
982,7618667,7618714,7618667,7618698,16,34.042553,31,65.957447,51.612903,193.75
983,7618714,7618808,7618745,7618776,63,67.021277,31,32.978723,203.225806,49.206349
984,7618808,7618854,7618823,7618839,30,65.217391,16,34.782609,187.5,53.333333
985,7618854,7618964,7618901,7618917,94,85.454545,16,14.545455,587.5,17.021277
986,7618964,7619010,7618964,7618995,15,32.608696,31,67.391304,48.387097,206.666667
987,7619010,7619104,7619042,7619073,63,67.021277,31,32.978723,203.225806,49.206349
988,7619104,7619166,7619120,7619135,47,75.806452,15,24.193548,313.333333,31.914894
989,7619166,7619260,7619198,7619213,79,84.042553,15,15.957447,526.666667,18.987342
990,7619260,7619307,7619260,7619291,16,34.042553,31,65.957447,51.612903,193.75
991,7619307,7619416,7619338,7619369,78,71.559633,31,28.440367,251.612903,39.74359
992,7619416,7619463,7619416,7619432,31,65.957447,16,34.042553,193.75,51.612903
993,7619463,7619556,7619494,7619510,77,82.795699,16,17.204301,481.25,20.779221
994,7619556,7619666,7619603,7619634,79,71.818182,31,28.181818,254.83871,39.240506
995,7619666,7619712,7619681,7619712,15,32.608696,31,67.391304,48.387097,206.666667
996,7619712,7619806,7619759,7619775,78,82.978723,16,17.021277,487.5,20.512821
997,7619806,7619853,7619822,7619853,16,34.042553,31,65.957447,51.612903,193.75
998,7619853,7619962,7619900,7619931,78,71.559633,31,28.440367,251.612903,39.74359
999,7619962,7620009,7619978,7619993,32,68.085106,15,31.914894,213.333333,46.875
